symbol,name,price,changesPercentage,change,dayLow,dayHigh,yearHigh,yearLow,marketCap,priceAvg50,priceAvg200,exchange,volume,avgVolume,open,previousClose,pe,earningsAnnouncement,sharesOutstanding
CLSAX,CLS Global Diversified Equity Fund Class N,12.44,0.0,0.0,0.0,12.44,22.07,0.0,235503220.0,17.8632,0.82,20.2126,0.0,0.0,,12.44,,,18931127.0
CLSD,"Clearside Biomedical, Inc.",1.04,0.0,0.0,0.9392,1.09,1.85,0.65,64905256.0,0.9255,,1.0368,1389082.0,125498.0,1.06,1.04,-1.7,2024-03-07T00:00:00.000+0000,62408900.0
CLSHX,CLS Shelter Fund,12.39,0.0,0.0,0.0,12.39,13.09,0.0,124519426.0,12.8156,1.06,12.56675,0.0,0.0,,12.39,,,10049994.0
CLSK,"CleanSpark, Inc.",10.92,6.5366,0.67,10.41,11.29,11.29,1.74,2017470000.0,5.1802,,4.52985,32841918.0,18194290.0,10.43,10.25,-8.47,2024-02-07T00:00:00.000+0000,184750000.0
CLSN,"Imunon, Inc.",1.9466,-0.68367743,-0.013400078,1.9286,1.99,,,14471628.0,,10.43,,56809.0,,1.96,1.96,-0.49057459677419357,2023-03-29T04:00:00.000+0000,7434310.0
CLST,"Catalyst Bancorp, Inc.",11.13,1.6438,0.18,10.68,11.18,13.13,9.26,53080640.0,11.1663,1.96,11.37465,3716.0,3549.0,11.18,10.95,123.67,2024-01-25T05:00:00.000+0000,4769150.0
CLVR,Clever Leaves Holdings Inc.,2.33,15.3465,0.31,1.8551,2.54,17.25,1.716,4066202.0,2.34584,11.18,6.10681,45873.0,14207.0,1.8551,2.02,-0.06,2023-11-09T00:00:00.000+0000,1745151.0
CLVRW,Clever Leaves Holdings Inc.,0.0121,0.8333,0.0001,0.012,0.0144,0.077,0.01,3290626.0,0.01528,1.8551,0.027725,9833.0,11336.0,0.012,0.012,-0.01,2023-03-31T00:00:00.000+0000,271952583.0
CLVS,"Clovis Oncology, Inc.",0.0812,0.0,0.0,0.078,0.0977,3.25,0.0422,0.0,0.409239,0.012,1.2197207,24212259.0,5971191.0,0.0808,0.0812,-0.038963531669865645,,0.0
CLWT,Euro Tech Holdings Company Limited,1.79,0.0,0.0,1.7,1.79,1.89,1.01,13825298.0,1.4636,0.0808,1.5031,9698.0,4765.0,1.765,1.79,35.8,2023-12-22T00:00:00.000+0000,7723630.0
CLXRX,Columbia Large Cap Index Fund Institutional 2 Class,52.31,0.2876,0.15,0.0,52.31,54.11,0.0,3083866896.0,51.4862,1.765,50.77325,0.0,0.0,,52.16,,,58953678.0
CLXT,"Calyxt, Inc.",6.3,5.5276,0.33,6.01,7.77,38.85,6.01,31334247.0,19.149961,,13.765811,254088.0,22518.0,6.16,5.97,-1.6449086161879896,2023-08-02T10:59:00.000+0000,4973690.0
CMAAX,Calvert Moderate Allocation Fund,21.31,0.9474,0.2,0.0,21.31,21.31,0.0,374079469.0,19.8744,6.16,20.1597,0.0,0.0,,21.109999,,,17554175.0
CMAX,"CareMax, Inc.",0.5078,3.2954,0.0162,0.4921,0.5443,4.888,0.458,56923364.0,1.5546,,2.437775,306865.0,315431.0,0.5,0.4916,-0.28,2024-03-07T13:30:00.000+0000,112098000.0
CMAXW,"CareMax, Inc.",0.0079,19.697,0.0013,0.0079,0.0173,0.0173,0.0079,58952182.0,0.0,0.5,0.0,614.0,0.0,0.0173,0.0066,,2023-03-31T00:00:00.000+0000,7462301527.0
CMBM,Cambium Networks Corporation,5.23,8.7318,0.42,4.85,5.28,23.26,3.53,144688473.0,4.6891,0.0173,11.599125,194723.0,278695.0,4.85,4.81,-9.87,2024-02-14T00:00:00.000+0000,27665100.0
CMCA,Capitalworks Emerging Markets Acquisition Corp,10.86,-0.2755,-0.03,10.86,10.86,11.77,9.895,108582581.0,10.80266,4.85,10.623535,46370.0,13577.0,10.86,10.89,45.25,2022-12-31T00:00:00.000+0000,9998396.0
CMCAU,Capitalworks Emerging Markets Acquisition Corp,10.82,0.3711,0.04,10.82,10.82,11.43,9.914,108582574.0,10.8229,10.86,10.589807,203.0,434.0,10.82,10.78,48.08888888888889,2022-12-31T00:00:00.000+0000,10035358.0
CMCAW,Capitalworks Emerging Markets Acquisition Corp,0.02,0.0,0.0,0.02,0.0201,0.0201,0.02,100049.0,0.0,10.82,0.0,12.0,0.0,0.0201,0.02,,2022-12-31T05:00:00.000+0000,5002433.0
CMCAX,Van Eck CM Commodity Index Fd Cl A,67.19,2.0039,1.32,0.0,67.19,71.88,0.0,549860922.0,68.856,0.0201,26.21975,0.0,0.0,,65.87,,,8183672.0
CMCO,Columbus McKinnon Corporation,39.12,3.0016,1.14,38.0,39.3948,42.87,30.05,1124234472.0,34.249,,36.5789,151756.0,99114.0,38.0,37.98,22.1,2024-01-30T00:00:00.000+0000,28738100.0
CMCSA,Comcast Corporation,44.64,2.2212,0.97,43.95,44.995,47.46,33.78,179258169600.0,42.5136,38,41.6251,26466561.0,18711973.0,44.06,43.67,12.43,2024-01-24T13:30:00.000+0000,4015640000.0
CMCT,Creative Media & Community Trust Corporation,3.68,-2.6455,-0.1,3.54,3.83,5.8,3.28,93058821.0,3.9544,44.06,4.41025,16345.0,12792.0,3.83,3.78,-1.22,2023-11-15T00:00:00.000+0000,25287723.0
CMCTP,Creative Media & Community Trust Corporation,29.05,0.1379,0.04,28.8,29.05,32.27,24.87,0.0,28.669563,3.83,27.045965,301.0,259.0,28.8,29.01,0.0,2020-08-10T20:00:00.000+0000,0.0
CME,CME Group Inc.,210.16,-1.4074,-3.0,205.18,211.6371,223.8,166.55,75655498400.0,214.268,28.8,196.6224,3217704.0,1542747.0,211.5,213.16,25.08,2024-02-06T00:00:00.000+0000,359990000.0
CMGIX,BlackRock Mid-Cap Growth Equity Portfolio Institutional Shares,37.98,1.3881,0.52,0.0,37.98,37.98,0.0,11931687228.0,34.1234,211.5,33.90035,0.0,0.0,,37.46,,,314157115.0
CMIDX,Congress Mid Cap Growth Fund,23.73,1.671,0.39,0.0,23.73,25.3,0.0,1272346265.0,23.0786,,23.4603,0.0,0.0,,23.34,,,53617626.0
CMII,CM Life Sciences II Inc.,10.63,-5.929204,-0.6700001,10.5,11.3,14.3924,9.83,1993401380.0,10.969839,,11.767155,121382.0,66038.0,11.3,11.3,0.0,,187526000.0
CMIIU,CM Life Sciences II Inc.,11.22,-5.396285,-0.6399994,11.06,11.83,15.8945,10.02,0.0,11.53138,11.3,12.702681,33735.0,118536.0,11.83,11.86,0.0,,0.0
CMIIW,CM Life Sciences II Inc.,2.68,5.09804,0.13,2.38,2.71,2.71,2.38,496268038.0,0.0,11.83,0.0,16179.0,0.0,2.4,2.55,0.0,,185174641.0
CMJAX,Calvert U.S. Mid Cap Core Responsible Index Class A,36.76,1.8833,0.6795,0.0,36.76,36.76,0.0,415279632.0,33.2562,2.4,33.88105,0.0,0.0,,36.080498,,,11297052.0
CMJIX,Calvert U.S. Mid Cap Core Responsible Index Class I,37.11,1.9144,0.6971,0.0,37.11,37.11,0.0,415279641.0,33.6362,,34.2432,0.0,0.0,,36.4129,,,11190505.0
CMLF,"CM Life Sciences, Inc.",11.6,-7.0512757,-0.87999916,11.4,12.43,27.18,9.66,0.0,12.706897,,14.38,489110.0,723143.0,12.3,12.48,-1288.888888888889,,0.0
CMLFU,"CM Life Sciences, Inc.",13.0,-4.55213,-0.62,13.0,13.31,30.8,10.0,10311794688.0,14.263593,12.3,16.05154,1314.0,10023.0,13.31,13.62,-1444.4444444444443,,793214976.0
CMLS,Cumulus Media Inc.,5.05,1.2024,0.06,4.97,5.2392,7.3,2.57,97379271.0,5.0105,13.31,4.323325,74038.0,55917.0,5.03,4.99,-4.47,2024-02-21T00:00:00.000+0000,19283024.0
CMLT,CM Life Sciences III Inc.,8.69,-5.646042,-0.52000046,8.29,9.17,11.1,8.29,4245960140.0,9.8995,5.03,9.999735,563420.0,351307.0,9.17,9.21,0.0,,488603008.0
CMLTU,CM Life Sciences III Inc.,8.87,-6.533192,-0.6199999,8.5801,9.58,11.52,8.5801,0.0,10.28648,9.17,10.50571,11702.0,68320.0,9.58,9.49,0.0,,0.0
CMMB,Chemomab Therapeutics Ltd.,0.499,8.4783,0.039,0.4501,0.51,5.35,0.42,6465071.0,0.68106,9.58,1.21781,107988.0,1337304.0,0.4599,0.46,-0.17,2023-11-09T13:00:26.000+0000,12956055.0
CMND,Clearmind Medicine Inc.,2.81,0.7168,0.02,2.7,3.1,153.0,2.521,4757740.0,4.1262,0.4599,19.788,229792.0,1132709.0,2.9,2.79,-0.03,2023-04-30T04:00:00.000+0000,1693146.0
CMNWX,"Principal Fds, Inc. - Principal Capital Appreciation Fund Cl A",65.99,0.167,0.11,0.0,65.99,65.99,0.0,3809823173.0,61.5372,2.9,59.58835,0.0,0.0,,65.88,,,57733341.0
CMPI,"Checkmate Pharmaceuticals, Inc.",10.5,0.0,0.0,10.49,10.5,10.5,2.0,0.0,8.6026,,4.7758756,63651.0,233019.0,10.49,10.5,-3.8489736070381233,2022-05-12T04:00:00.000+0000,0.0
CMPO,"CompoSecure, Inc.",5.0,1.626,0.08,4.87,5.03,7.9,4.42,395018855.0,5.6509,10.49,6.634225,130599.0,92596.0,4.99,4.92,5.32,2024-02-28T21:00:00.000+0000,79003771.0
CMPOW,"CompoSecure, Inc.",0.38,0.0,0.0,0.38,0.39,0.39,0.38,486347208.0,0.0,4.99,0.0,5206.0,0.0,0.39,0.38,,2023-03-31T00:00:00.000+0000,1279861073.0
CMPR,Cimpress plc,80.98,2.3121,1.83,79.17,82.74,82.74,23.13,2153258200.0,67.3224,0.39,57.7945,137807.0,111007.0,80.81,79.15,-13.63,2024-01-31T10:59:00.000+0000,26590000.0
CMPS,COMPASS Pathways plc,7.72,7.3713,0.53,7.33,7.88,11.15,5.01,419694774.0,6.0481,80.81,8.02995,967954.0,480780.0,7.33,7.19,-3.04,2024-02-05T00:00:00.000+0000,54364608.0
CMPX,"Compass Therapeutics, Inc.",1.75,7.362,0.12,1.64,1.75,5.65,1.39,223100500.0,1.7536,7.33,2.60155,1053507.0,322787.0,1.7,1.63,-5.3,2024-03-20T04:00:00.000+0000,127486000.0
CMRA,"Comera Life Sciences Holdings, Inc.",0.0836,-9.9235,-0.0092,0.074,0.09,2.17,0.03,2569680.0,0.21206,1.7,0.542355,31570.0,197934.0,0.08,0.09281,-0.38,2023-11-09T05:00:00.000+0000,30737800.0
CMRAW,"Comera Life Sciences Holdings, Inc.",0.004,0.0,0.0,0.004,0.004,0.004,0.004,100192.0,0.0,0.08,0.0,34349.0,0.0,0.004,0.004,0.0,2023-03-31T00:00:00.000+0000,25048101.0
CMRX,"Chimerix, Inc.",0.9701,2.2773,0.0216,0.97,1.01,2.13,0.88,86233450.0,0.9732,0.004,1.1464,442513.0,406669.0,0.97,0.9485,-1.01,2024-02-29T00:00:00.000+0000,88891300.0
CMTFX,Columbia Global Technology Growth Fund,70.82,0.1131,0.08,0.0,70.82,70.82,0.0,2604289922.0,65.1936,0.97,61.09985,0.0,0.0,,70.74,,,36773368.0
CMTL,Comtech Telecommunications Corp.,7.86,4.244,0.32,7.59,8.33,16.87,7.26,223844940.0,11.0366,,10.653,900123.0,270804.0,7.69,7.54,-9.14,2024-03-07T10:59:00.000+0000,28479000.0
CNBKA,"Century Bancorp, Inc.",115.29,0.06075308,0.0699997,115.2,115.32,121.32,73.9,0.0,114.9778,7.69,109.62455,11374.0,8905.0,115.2,115.22,14.288015863180071,2021-10-12T04:00:00.000+0000,0.0
CNCE,"Concert Pharmaceuticals, Inc.",8.37,0.0,0.0,8.35,8.55,8.55,2.72,401949162.0,7.6791,115.2,6.049975,0.0,2542039.0,8.38,8.37,-2.640378548895899,2023-08-02T12:30:00.000+0000,48022600.0
CNCR,Loncar Cancer Immunotherapy ETF,12.61,2.6873,0.33,12.37,12.66,15.18,9.22,11576711.0,10.47836,8.38,12.060855,7235.0,3196.0,12.37,12.28,,,918058.0
CNDT,Conduent Incorporated,3.46,2.6706,0.09,3.3819,3.515,4.945,2.4,751813020.0,3.0637,12.37,3.2693,1272906.0,1021696.0,3.4,3.37,-1.16,2024-02-12T00:00:00.000+0000,217287000.0
CNET,ZW Data Action Technologies Inc.,0.9512,-0.9167,-0.0088,0.9211,0.97,3.2,0.69,6852930.0,0.9098,3.4,1.24445,12096.0,85273.0,0.95,0.96,-0.79,,7204510.0
CNEY,CN Energy Group. Inc.,0.1002,-2.6239,-0.0027,0.0953,0.1097,2.17,0.076,5960581.0,0.09854,0.95,0.17101,603703.0,1418455.0,0.1,0.1029,-2.5,,59486832.0
CNFR,"Conifer Holdings, Inc.",1.22,0.0,0.0,1.22,1.23,2.08,0.65,14911938.0,1.12464,0.1,1.428025,876.0,6026.0,1.23,1.22,-4.52,2024-03-06T00:00:00.000+0000,12222900.0
CNFRL,"Conifer Holdings, Inc. - Senior",24.05,-2.9459,-0.73,24.05,24.85,25.0,20.51,0.0,23.8148,1.23,23.48555,596.0,3988.0,24.79,24.78,0.0,2023-03-31T00:00:00.000+0000,0.0
CNFRZ,"Conifer Holdings, Inc.",16.49,0.7908,0.1294,16.49,16.55,16.55,16.49,14490126.0,0.0,24.79,0.0,1988.0,0.0,16.52,16.360624,,,878722.0
CNGL,Canna-Global Acquisition Corp,10.87,-0.7306,-0.08,10.85,10.87,10.95,10.21,97605752.0,10.8219,16.52,10.7285,8637.0,13004.0,10.85,10.95,-362.33,2023-03-31T00:00:00.000+0000,8979370.0
CNGLU,Canna-Global Acquisition Corp,10.87,0.3693,0.04,10.83,10.87,11.222,10.15,98324096.0,10.777,10.85,10.69117,5.0,12.0,10.83,10.83,0.0,2023-03-31T00:00:00.000+0000,9045455.0
CNGLW,Canna-Global Acquisition Corp,0.01,-0.9901,-0.0001,0.01,0.01,0.01,0.01,71048446.0,0.0,10.83,0.0,1.0,0.0,0.01,0.0101,,2023-03-31T00:00:00.000+0000,7104844598.0
CNGLX,Commonwealth Global Fund,19.21,1.1053,0.21,0.0,19.21,19.56,0.0,16068934.0,17.8778,0.01,18.31465,0.0,0.0,,19.0,,,836488.0
CNJFX,Commonwealth Japan Fund,3.75,-0.266,-0.01,0.0,3.75,3.76,0.0,5896125.0,3.5314,,3.55845,0.0,0.0,,3.76,,,1572300.0
CNNB,"Cincinnati Bancorp, Inc.",13.1925,0.3232,0.0425,13.1925,13.1925,17.7,12.3,38049413.0,13.59868,,14.3716135,100.0,2315.0,13.1925,13.15,42.556451612903224,2023-03-31T04:00:00.000+0000,2884170.0
CNOB,"ConnectOne Bancorp, Inc.",23.39,4.7939,1.07,22.86,23.78,26.12,13.11,903003696.0,18.4762,13.1925,17.83775,243683.0,112153.0,23.07,22.32,9.79,2024-01-24T00:00:00.000+0000,38606400.0
CNOBP,"ConnectOne Bancorp, Inc.",19.31,1.0995,0.21,18.7392,19.4,23.379,14.0,823815076.0,17.41632,23.07,16.76473,5734.0,6090.0,19.34,19.1,6.13,2023-03-31T00:00:00.000+0000,42662614.0
CNPIX,ProFunds Consumer Goods Ultra Sector Fund Investor Class,65.93,-2.2535,-1.52,0.0,65.93,75.83,0.0,3921978.0,63.0632,19.34,68.5542,0.0,0.0,,67.45,8.16,,59487.0
CNPSX,ProFunds Consumer Goods UltraSector Fund,56.93,-2.2493,-1.31,0.0,56.93,65.87,0.0,3386595.0,54.4962,,59.42295,0.0,0.0,,58.24,7.04,,59487.0
CNREX,Commonwealth Real Estate Securities Fund,22.15,4.3335,0.92,0.0,22.15,22.15,0.0,14031804.0,19.1126,,19.37785,0.0,0.0,,21.23,,,633490.0
CNSL,"Consolidated Communications Holdings, Inc.",4.42,0.6834,0.03,4.35,4.52,4.79,2.1,514876960.0,4.105,,3.6287,780872.0,650231.0,4.44,4.39,-1.74,2024-02-26T13:30:00.000+0000,116488000.0
CNSP,"CNS Pharmaceuticals, Inc.",1.76,1.7341,0.03,1.7409,1.8845,4.4,0.611,10937692.0,1.8588,4.44,1.74881,57228.0,76112.0,1.82,1.73,-0.23,2023-11-14T21:00:00.000+0000,6214598.0
CNST,"Constellation Pharmaceuticals, Inc.",33.99,0.0,0.0,33.97,34.03,39.3,17.0,0.0,33.82483,1.82,28.330364,1269201.0,1573175.0,33.98,33.99,0.0,2021-08-03T04:00:00.000+0000,0.0
CNTA,Centessa Pharmaceuticals plc,7.0,5.2632,0.35,6.8,7.195,8.65,3.0,613907763.0,6.5554,33.98,5.7582,228129.0,144168.0,6.8,6.65,-4.24,2024-04-04T04:00:00.000+0000,87701109.0
CNTB,Connect Biopharma Holdings Limited,0.7651,9.3312,0.0653,0.6777,0.7999,2.84,0.535,49252121.0,1.25238,6.8,1.08312,696861.0,316433.0,0.6897,0.6998,-0.49,2023-09-12T00:00:00.000+0000,64373443.0
CNTG,Centogene N.V.,1.205,0.4167,0.005,1.18,1.26,2.52,0.61,33578289.0,1.17122,0.6897,1.02558,18965.0,26966.0,1.21,1.2,-0.77,2023-12-20T00:00:00.000+0000,27865800.0
CNTQ,Chardan NexTech Acquisition 2 Corp.,14.0,-12.3905,-1.98,13.5,15.12,27.95,8.98,605817800.0,10.82162,1.21,10.25285,94431.0,83546.0,14.98,15.98,66.66666666666667,,43272700.0
CNTQU,Chardan NexTech Acquisition 2 Corp.,14.33,-7.4887,-1.16,14.33,14.33,25.26,10.04,0.0,10.9152,14.98,10.401605,373.0,791.0,14.33,15.49,50.815602836879435,,0.0
CNTQW,Chardan NexTech Acquisition 2 Corp.,0.3954,23.523891,0.07529998,0.3303,0.3954,0.3954,0.3303,0.0,0.0,14.33,0.0,93976.0,0.0,0.7113,0.3201,0.0,,0.0
CNTX,Context Therapeutics Inc.,0.8404,2.4878,0.0204,0.835,0.95,1.69,0.47,13417910.0,1.06406,0.7113,0.977735,53443.0,34584.0,0.95,0.82,-0.65,2024-03-27T04:00:00.000+0000,15966100.0
CNTY,"Century Casinos, Inc.",4.82,6.4018,0.29,4.642,5.045,10.41,4.12,146334718.0,4.5704,0.95,6.4091,100542.0,135279.0,4.68,4.53,-6.89,2024-03-08T13:30:00.000+0000,30359900.0
CNWGX,Calamos Evolving World Growth Fund Class A,16.5,1.4136,0.23,0.0,16.5,17.67,0.0,380573589.0,15.627,4.68,15.8914,0.0,0.0,,16.27,,,23065066.0
CNXA,Connexa Sports Technologies Inc.,0.216,1.4085,0.003,0.186,0.29,20.76,0.186,742213.0,0.92876,,4.8569,14776105.0,1362698.0,0.2701,0.213,0.49,2023-10-05T04:00:00.000+0000,3436170.0
CNXC,Concentrix Corporation,96.17,1.7887,1.69,95.78,99.099,151.82,70.58,6405046925.0,85.0746,0.2701,90.22775,648767.0,407025.0,95.78,94.48,14.42,2024-01-17T00:00:00.000+0000,66601299.0
CNXN,"PC Connection, Inc.",66.52,2.8925,1.87,64.4201,66.93,66.96,37.76,1747580180.0,57.8762,95.78,49.4978,73346.0,60742.0,65.03,64.65,22.47,2024-02-07T10:59:00.000+0000,26271500.0
CNZLX,Commonwealth Australia/New Zealand Fund,11.09,0.4529,0.05,0.0,11.09,12.87,0.0,12013997.0,10.6132,65.03,11.32775,0.0,0.0,,11.04,,,1083318.0
COB,CommunityOne Bancorp,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,2016-06-30T00:00:00.000+0000,0.0
COBZ,CoBiz Financial Inc.,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,2018-06-30T00:00:00.000+0000,0.0
COCH,"Envoy Medical, Inc.",2.21,6.7633,0.14,2.1,2.3199,11.72,0.747,43205500.0,1.81428,,7.97625,26114.0,108622.0,2.18,2.07,-1.12,2023-11-17T05:00:00.000+0000,19550000.0
COCO,"The Vita Coco Company, Inc.",26.98,-2.5993,-0.72,26.81,28.36,33.29,12.5,1531277015.0,27.346,2.18,25.111675,788471.0,742819.0,27.74,27.7,42.83,2024-03-06T13:30:00.000+0000,56756005.0
COCP,"Cocrystal Pharma, Inc.",1.8118,0.6556,0.0118,1.76,1.84,3.29,1.38,18432891.0,1.7658,27.74,2.22555,5932.0,20269.0,1.8,1.8,-0.92,2023-11-13T13:00:00.000+0000,10173800.0
CODA,"Coda Octopus Group, Inc.",5.81,2.6502,0.15,5.67,5.89,11.09,5.51,64593837.0,6.289932,1.8,7.5556717,47421.0,23911.0,5.735,5.66,15.7,2024-01-29T00:00:00.000+0000,11117700.0
CODX,"Co-Diagnostics, Inc.",1.16,0.8696,0.01,1.129,1.235,3.33,0.975,35473844.0,1.16952,5.735,1.360455,84844.0,75953.0,1.15,1.15,-0.83,2023-11-09T00:00:00.000+0000,30580900.0
COEPW,"Coeptis Therapeutics Holdings, Inc.",0.0254,-27.4286,-0.0096,0.0251,0.0448,0.0448,0.0251,19626560.0,0.0,1.15,0.0,64829.0,0.0,0.04,0.035,,2023-03-31T00:00:00.000+0000,772699221.0
COFS,"ChoiceOne Financial Services, Inc.",29.1,-1.9542,-0.58,28.5,29.95,29.99,15.84,219562119.0,21.8958,0.04,23.26735,30127.0,19284.0,29.95,29.68,9.67,2024-01-23T00:00:00.000+0000,7545090.0
COFYX,Columbia Funds Series Trust I - Columbia Contrarian Core Fund,31.93,0.2512,0.08,0.0,31.93,32.16,0.0,11813194976.0,30.6394,29.95,29.4768,0.0,0.0,,31.85,,,369971656.0
COGLX,AXS Alternative Value Fund Investor Class,11.89,-1.4096,-0.17,0.0,11.89,12.06,0.0,13214261.0,11.253,,11.328,0.0,0.0,,12.06,,,1111376.0
COGMX,AXS Market Neutral Investor Class,11.85,-2.4691,-0.3,0.0,11.85,12.33,0.0,18428314.0,12.1384,,11.85865,0.0,0.0,,12.150001,,,1555132.0
COGRX,Columbia Select Global Growth Fund Class R,19.84,0.2527,0.05,0.0,19.84,19.84,0.0,72621880.0,19.84,,19.84,0.0,0.0,,19.79,,,3660377.0
COGT,"Cogent Biosciences, Inc.",4.96,11.9639,0.53,4.435,5.05,15.68,3.67,427176528.0,8.0856,,10.7424,2820501.0,1423782.0,4.45,4.43,-2.12,2024-03-12T00:00:00.000+0000,86124300.0
COGVX,AXS Alternative Value Fund Class I,11.89,-1.4096,-0.17,0.0,11.89,12.06,0.0,13027992.0,11.2514,4.45,11.3177,0.0,0.0,,12.06,,,1095710.0
COHR,"Coherent, Inc.",44.11,4.4271,1.87,42.68,44.9,60.46,26.29,6678739563.0,34.4462,,37.7146,2566229.0,2041730.0,42.68,42.24,-14.61,2024-02-06T00:00:00.000+0000,151411008.0
COHU,"Cohu, Inc.",35.81,4.8916,1.67,34.375,36.18,43.99,29.07,1701157631.0,32.708,42.68,36.06595,479691.0,249898.0,34.71,34.14,33.16,2024-02-14T21:00:00.000+0000,47505100.0
COIN,"Coinbase Global, Inc.",153.63,2.1069,3.17,149.11,154.74,154.74,31.55,36857516176.0,97.8586,34.71,77.8151,11934144.0,9671609.0,152.1,150.46,-48.01,2024-02-19T10:59:00.000+0000,239910930.0
COKE,"Coca-Cola Consolidated, Inc.",859.72,0.498,4.2599,853.59,864.4201,864.4201,470.0,8058747047.0,689.124,152.1,640.5456,39382.0,36439.0,861.99,855.46,17.9,2024-02-20T10:59:00.000+0000,9373688.0
COLB,"Columbia Banking System, Inc.",27.84,7.1594,1.86,26.8,28.115,33.24,17.54,5806755840.0,21.319,861.99,21.3255,3050200.0,1610890.0,26.83,25.98,30.26,2024-01-22T00:00:00.000+0000,208576000.0
COLI,Colicity Inc.,10.07,-0.0496,-0.005,10.06,10.075,10.08,9.65,0.0,10.002806,26.83,9.860414,7445.0,158484.0,10.06,10.075,22.886363636363637,,0.0
COLIU,Colicity Inc.,10.055,-0.0507,-0.0051,10.05,10.06,10.075,8.87,0.0,9.990262,10.06,9.877941,3165.0,39004.0,10.05,10.0601,31.226708074534162,,0.0
COLIW,Colicity Inc.,0.001,0.0,0.0,0.001,0.001,0.001,0.001,0.0,0.0,10.05,0.0,21647.0,0.0,0.95,0.001,0.0,,0.0
COLL,"Collegium Pharmaceutical, Inc.",29.15,2.3525,0.67,28.75,29.8541,30.22,20.83,950607735.0,24.021,0.95,23.2953,492513.0,312463.0,29.57,28.48,121.46,2024-02-21T00:00:00.000+0000,32610900.0
COLM,Columbia Sportswear Company,82.39,1.092,0.89,81.79,83.0036,98.32,66.01,4985237642.0,75.299,29.57,77.98735,372920.0,435641.0,82.0,81.5,18.03,2024-01-31T10:59:00.000+0000,60507800.0
COMM,"CommScope Holding Company, Inc.",2.55,12.3348,0.28,2.3738,2.74,9.34,1.34,540747900.0,2.0104,82,4.06365,7226291.0,3560177.0,2.38,2.27,-0.25,2024-02-21T13:30:00.000+0000,212058000.0
COMS,COMSovereign Holding Corp.,0.95,-5.0,-0.05,0.95,1.011,12.0,0.732,2560792.0,0.97168,2.38,1.599905,14268.0,23506.0,0.99,1.0,-0.01,2023-12-13T00:00:00.000+0000,2695570.0
COMSP,COMSovereign Holding Corp.,0.641,-16.7641,-0.1291,0.58,0.7,5.67,0.394,3368945.0,1.42062,0.99,2.023125,5554.0,1744.0,0.6501,0.7701,-0.8,,5255765.0
COMSW,COMSovereign Holding Corp.,0.007,0.0,0.0,0.007,0.007,0.007,0.007,2668614.0,0.0,0.6501,0.0,6490.0,0.0,0.007,0.007,,,381230571.0
COMT,iShares GSCI Commodity Dynamic Roll Strategy ETF,26.54,1.881,0.49,26.36,26.5573,29.82,24.98,786538325.0,27.678,0.007,27.33585,330854.0,254330.0,26.36,26.05,4.35,,29635958.0
CONE,CyrusOne Inc.,90.36,0.0,0.0,90.31,90.36,90.49,67.85,0.0,89.9264,26.36,82.68635,1325394.0,2696655.0,90.33,90.36,451.8,2022-04-26T04:00:00.000+0000,0.0
CONL,GraniteShares ETF Trust - GraniteShares 1.5x Long COIN Daily ETF,28.48,3.1884,0.88,27.28,28.7457,28.7457,3.8,19177378.0,15.1342,90.33,11.550445,699334.0,265315.0,28.25,27.6,,,673363.0
CONN,"Conn's, Inc.",2.64,-3.2967,-0.09,2.64,3.0,11.69,2.55,64256016.0,3.1806,28.25,4.34475,162510.0,79950.0,2.73,2.73,-0.47,2023-12-07T00:00:00.000+0000,24339400.0
CONX,CONX Corp.,10.54,0.0,0.0,10.54,10.54,11.35,9.92,219972625.0,10.54062,2.73,10.346285,2.0,4023.0,10.54,10.54,-1054.0,2024-03-01T21:00:00.000+0000,20870268.0
CONXU,CONX Corp.,10.25,-2.8436,-0.3,10.25,10.25,10.915,9.895,214326936.0,10.4528,10.54,10.35805,63.0,600.0,10.25,10.55,41.0,,20909945.0
CONXW,CONX Corp.,0.2501,1.6254,0.004,0.2,0.2501,0.2501,0.2,220060614.0,0.0,10.25,0.0,756.0,0.0,0.2,0.2461,,,879890500.0
COOL,Corner Growth Acquisition Corp.,10.6701,-0.1861,-0.0199,10.67,10.7,15.0,9.68,109314107.0,10.89534,0.2,10.622145,24999.0,1639.0,10.7,10.69,-46.39,2023-11-13T00:00:00.000+0000,10244900.0
COOLU,Corner Growth Acquisition Corp.,10.8,0.0,0.0,10.8,10.91,12.88,9.74,109721855.0,10.9658,10.7,10.713805,7255.0,398.0,10.91,10.8,41.38,2023-03-31T00:00:00.000+0000,10159431.0
COOLW,Corner Growth Acquisition Corp.,0.065,8.3333,0.005,0.062,0.065,0.189,0.025,707233.0,0.0769,10.91,0.086985,4423.0,26200.0,0.0635,0.06,,2023-03-31T00:00:00.000+0000,10880500.0
COOP,Mr. Cooper Group Inc.,67.2,0.7647,0.51,66.81,67.96,67.96,37.54,4425812093.0,57.8726,0.0635,51.3207,823244.0,569298.0,67.62,66.69,10.01,2024-02-08T13:30:00.000+0000,65860299.0
COPJ,Sprott Junior Copper Miners ETF,17.59,3.2622,0.5557,17.395,17.74,21.92,15.84,3873300.0,16.86778,67.62,18.653826,5323.0,3609.0,17.47,17.0343,8.77,,220199.0
